0,1,2,3,4,5
진짜 재밌다,Jinse Park,2023-02-21T00:21:11Z,2023-02-21T00:21:11Z,4,O-mqRaOulGE
최우식 귀엽당,베르가못,2023-02-21T00:20:45Z,2023-02-21T00:20:45Z,3,O-mqRaOulGE
I will complete my studies and go to university and then travel to Korea and be next to you in one country sharing the same air. I will support you and love you forever. And I will stop you from those who are jealous of you. I will stick to my promise that I made to you,winter  bear 🍁🐼,2023-02-21T00:19:08Z,2023-02-21T00:19:08Z,2,O-mqRaOulGE
Taehyung shi. Eat well and often. And be healthy and also be happy always. Your happiness makes me feel safe. And I am far from you,winter  bear 🍁🐼,2023-02-21T00:17:21Z,2023-02-21T00:17:21Z,3,O-mqRaOulGE
Subtitles pleaseeee,starises,2023-02-21T00:17:06Z,2023-02-21T00:17:06Z,3,O-mqRaOulGE
Soo cute,starises,2023-02-21T00:16:47Z,2023-02-21T00:16:47Z,3,O-mqRaOulGE
Queremos subtitulos en español triste porque no puedo entender nada   pero reí por e visto run bts y gracias  a eso se de que se trata el juego,kikis hernandez,2023-02-21T00:16:26Z,2023-02-21T00:32:47Z,4,O-mqRaOulGE
"I miss him every day, every minute. I hope to see more of that interesting programs that make him happy.",winter  bear 🍁🐼,2023-02-21T00:16:16Z,2023-02-21T00:16:16Z,2,O-mqRaOulGE
"Me encantan Park Seo Joon, TAEHYUNG 💜 y mi niño precioso Cho Woo Shik 🥰",MISS ELSY,2023-02-21T00:16:04Z,2023-02-21T00:16:04Z,14,O-mqRaOulGE
"Taehyung-ssi, I feel so proud when I see you",winter  bear 🍁🐼,2023-02-21T00:15:30Z,2023-02-21T00:15:30Z,2,O-mqRaOulGE
유미언니귀여5,의띄니의 에러로그,2023-02-21T00:15:13Z,2023-02-21T00:15:13Z,4,O-mqRaOulGE
Taehyung is the best in everything,winter  bear 🍁🐼,2023-02-21T00:15:08Z,2023-02-21T00:15:08Z,2,O-mqRaOulGE
I think they are Taehyung Shi's best friends because he always laughs a lot when he is with them. I hope he stays with them always and stays away from hypocritical friends who say they love him but are jealous of him in their hearts.,winter  bear 🍁🐼,2023-02-21T00:14:48Z,2023-02-21T00:14:48Z,5,O-mqRaOulGE
English sub please!!!! T_T,Zita Lu'Lu,2023-02-21T00:13:52Z,2023-02-21T00:13:52Z,4,O-mqRaOulGE
"나피디님 중간물 있어요!!
사전에 의하면
중간물:원료를 가지고 최종 생성물을 만드는 과정에서 합성되는 유기물.
이라고 표기되어 있습니다!!!
우리 태형이 틀린거 아니에요!!😡🤦😢",시아,2023-02-21T00:13:25Z,2023-02-21T00:13:25Z,6,O-mqRaOulGE
ENG SUBS PLEASE AAAAAAAAA IM SUFFERING IN INTERNATIONAL,diana_aaah,2023-02-21T00:13:19Z,2023-02-21T00:13:19Z,3,O-mqRaOulGE
I envy his friends and everyone around him because they see him and sit next to him every day,winter  bear 🍁🐼,2023-02-21T00:13:13Z,2023-02-21T00:13:13Z,1,O-mqRaOulGE
Taehyung 💜💜💜💜,V Tae,2023-02-21T00:13:01Z,2023-02-21T00:13:01Z,1,O-mqRaOulGE
"Yumi and Seo Jin together looks like she’s taking care of a grouchy old man, so funny! 😂😆",Akim,2023-02-21T00:12:46Z,2023-02-21T00:15:15Z,8,O-mqRaOulGE
Ahhhhh it's like chocolate melting my heart.,winter  bear 🍁🐼,2023-02-21T00:12:38Z,2023-02-21T00:12:38Z,1,O-mqRaOulGE
My eyes on you Kim Taehyung 💜,Irene Fabiani,2023-02-21T00:12:30Z,2023-02-21T00:12:30Z,2,O-mqRaOulGE
곰돌이 태형이 너무 귀엽다^^,냥코대전쟁,2023-02-21T00:12:16Z,2023-02-21T00:12:16Z,21,O-mqRaOulGE
The most beautiful program. And the most beautiful friends and the most beautiful Taehyung-shi,winter  bear 🍁🐼,2023-02-21T00:11:56Z,2023-02-21T00:11:56Z,0,O-mqRaOulGE
"I smiled and laughed but I didn't understand everything. Are you like this too, ARMY?",winter  bear 🍁🐼,2023-02-21T00:11:35Z,2023-02-21T00:11:35Z,2,O-mqRaOulGE
우리 태태 이쁜모습 보는내내 넘 좋아서 미소가 지워지지 않아요  ㅎㅎ,이영숙,2023-02-21T00:11:29Z,2023-02-21T00:11:29Z,47,O-mqRaOulGE
"나피디님 나빠요 ㅋ
중간물 바장  다있는말인데  
ㅋㅋㅋㅋ 😆 😆 😆 😆 😆",콩띵까띵꾸,2023-02-21T00:11:11Z,2023-02-21T00:11:11Z,4,O-mqRaOulGE
I cannot Understand anything. Cause I don’t know Korean. If it has English subtitles😭😭😭😭😭😭,Jashim Uddin,2023-02-21T00:08:49Z,2023-02-21T00:08:49Z,1,O-mqRaOulGE
Taehyung~~~💜💜💜💜💜💜,최민우의레고월드,2023-02-21T00:07:40Z,2023-02-21T00:07:40Z,3,O-mqRaOulGE
"최우식
화이팅!!
임영웅 
우주최강스타
ㅎㅎ",genie,2023-02-21T00:07:14Z,2023-02-21T00:07:14Z,2,O-mqRaOulGE
💜,Denise Amoranto,2023-02-21T00:02:40Z,2023-02-21T00:02:40Z,2,O-mqRaOulGE
Can you please add English subtitles. I only know very few Hangul works. Chebal!!!,Z C,2023-02-21T00:02:31Z,2023-02-21T00:02:31Z,1,O-mqRaOulGE
"J'ai rien compris,mais j'ai bien ri",marie france offe gysels,2023-02-21T00:02:17Z,2023-02-21T00:02:17Z,1,O-mqRaOulGE
Me gustaría que hubiese subs en inglés por lo menos 🥲,Marya Mel,2023-02-21T00:01:58Z,2023-02-21T00:01:58Z,1,O-mqRaOulGE
WE NEED ENGLISH SUBTITLES !!!!!!,Lilian Ma,2023-02-20T23:56:38Z,2023-02-20T23:56:38Z,2,O-mqRaOulGE
Translate to english pls..,Jcesjane Esmero,2023-02-20T23:54:49Z,2023-02-20T23:54:49Z,1,O-mqRaOulGE
넘잼있네 !!!케미너무기대기대-! 뷔 존잘🫶,비비안,2023-02-20T23:54:33Z,2023-02-20T23:54:33Z,16,O-mqRaOulGE
English caption please,FIDEZ PAZ PASCUAL MACAPAGAL,2023-02-20T23:53:23Z,2023-02-20T23:53:23Z,1,O-mqRaOulGE
"Although I can't understand Korean, I feel full of joy.  V is the source of our happiness and his smile melts everyone's heart💜💜💜💜💜💜",H海嵐,2023-02-20T23:52:13Z,2023-02-20T23:52:13Z,11,O-mqRaOulGE
English sub please,bg2002,2023-02-20T23:51:59Z,2023-02-20T23:51:59Z,2,O-mqRaOulGE
나피디님 찐으로 행복해 하시는게 넘 웃겨욬ㅋㅋㅋㅋㅋㅋㅋ,summer N,2023-02-20T23:51:47Z,2023-02-20T23:51:47Z,7,O-mqRaOulGE
역시 에피타이저네용 재미는 그닥 그래도 서진이네 기대가 더 커진듯,EL SEO,2023-02-20T23:51:03Z,2023-02-20T23:51:03Z,1,O-mqRaOulGE
the cartoons picture everytime lee seo jin turn makes me laugh so hard 😂😂😂😂 pdnim  why your so hard to seojin oppa  ahahaha 😂,Ermz Alabas,2023-02-20T23:49:31Z,2023-02-20T23:49:31Z,3,O-mqRaOulGE
울 태형이 순간 집중할때  모습 진짜  고급지게 잘 생겼어.. 완전 이뻐  이뻐 !!!!!,Y.Y C,2023-02-20T23:47:54Z,2023-02-20T23:47:54Z,80,O-mqRaOulGE
"윤여정 선생님께서 안나오는건....
혹시 편찬으신건 아니신지... 
윤선생님 기대하고 있었는데 아쉬워요",이선호,2023-02-20T23:47:26Z,2023-02-20T23:47:26Z,1,O-mqRaOulGE
💜💜💜,Ara S,2023-02-20T23:46:57Z,2023-02-20T23:46:57Z,1,O-mqRaOulGE
I need English,shirel,2023-02-20T23:46:17Z,2023-02-20T23:46:17Z,1,O-mqRaOulGE
Translate english please,Auliyat sholichah Fitroh,2023-02-20T23:46:09Z,2023-02-20T23:46:09Z,1,O-mqRaOulGE
영어 스페인어 자막 주세요......,맥콜,2023-02-20T23:45:50Z,2023-02-20T23:45:50Z,2,O-mqRaOulGE
V💜💜💜,Soraya Jufri,2023-02-20T23:44:36Z,2023-02-20T23:44:36Z,1,O-mqRaOulGE
💜💜,deb,2023-02-20T23:43:56Z,2023-02-20T23:43:56Z,1,O-mqRaOulGE
태형이 ㅋㅋㅋㅋㅋㅋ 귀여워서 심장 아파,꾸꾸가좋을껄램,2023-02-20T23:42:01Z,2023-02-20T23:42:01Z,20,O-mqRaOulGE
Put english sub please!!!!!!!,Sam Robedillo,2023-02-20T23:41:18Z,2023-02-20T23:41:18Z,0,O-mqRaOulGE
정유미 정유미 정유미❤,The Witch of Ripples,2023-02-20T23:37:08Z,2023-02-20T23:37:08Z,2,O-mqRaOulGE
Subtitles please,katiecarie TV,2023-02-20T23:36:47Z,2023-02-20T23:36:47Z,0,O-mqRaOulGE
Тэ Хён ангел... Глядя на него сердце радуется..  💜💜💜💜💜💜💜,Анжелика Холодяева,2023-02-20T23:36:23Z,2023-02-20T23:36:23Z,58,O-mqRaOulGE
나PD님 고마워요😭,O HI----CO,2023-02-20T23:34:22Z,2023-02-20T23:34:22Z,1,O-mqRaOulGE
Taehyung 💜💜💜,ahoo d,2023-02-20T23:30:49Z,2023-02-20T23:30:49Z,1,O-mqRaOulGE
I need to subtitles,Zhisang Chen,2023-02-20T23:30:21Z,2023-02-20T23:30:21Z,1,O-mqRaOulGE
Ha sido muy divertido!Ojalá haya más episodios!,Rebecca Ann Carano,2023-02-20T23:29:13Z,2023-02-20T23:29:13Z,1,O-mqRaOulGE
Subtitles plis... 😔,Mtere Jp,2023-02-20T23:29:00Z,2023-02-20T23:29:00Z,2,O-mqRaOulGE
Will you be adding English subs please Thank you💜💜,Jenny Train,2023-02-20T23:28:47Z,2023-02-20T23:28:47Z,1,O-mqRaOulGE
프라임?? 티빙은 못봄?,석해,2023-02-20T23:28:19Z,2023-02-20T23:28:19Z,0,O-mqRaOulGE
Taehyung aaaaa,Cochop Cochop,2023-02-20T23:27:07Z,2023-02-20T23:27:07Z,2,O-mqRaOulGE
중간물 검색이 된다.... 십오야 피드백 바랍니당ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,꾹포리아,2023-02-20T23:27:02Z,2023-02-20T23:45:00Z,6,O-mqRaOulGE
이악물고 원슈는 웃겻넼ㅋㅋㅋㅋㅋㅋ,Ddnim,2023-02-20T23:26:23Z,2023-02-20T23:26:23Z,1,O-mqRaOulGE
최우식 자꾸 환호실패하는게 왜 이렇게 웃기냐ㅋㅋㅋㅋㅋㅋ,J J,2023-02-20T23:26:04Z,2023-02-20T23:26:04Z,8,O-mqRaOulGE
subtitles please!,Sissi Coabin,2023-02-20T23:25:36Z,2023-02-20T23:25:36Z,0,O-mqRaOulGE
perfection enjoyed this episode so much! taehyungie you are so loved!,Alina Kanda,2023-02-20T23:25:17Z,2023-02-20T23:25:17Z,3,O-mqRaOulGE
윰언니 넘 좋아요 😀 뷔는 잘 생기고 귀엽기 어려운데 그걸 해내네,mikyong kang,2023-02-20T23:24:30Z,2023-02-20T23:24:30Z,23,O-mqRaOulGE
"Aunque no entendí nada me emocioné mucho viéndolos ,amamos a Kim Taehyung el es mi hermoso angel y una magnífica persona y sus amigos de jeonsin son tan lindos , espero con ansias verlos en Amazon prime",Gaviota De La Cruz,2023-02-20T23:23:33Z,2023-02-20T23:23:33Z,7,O-mqRaOulGE
중간물 김태형 무민 몰랐다 ㅋ,ss choi,2023-02-20T23:22:47Z,2023-02-20T23:22:47Z,2,O-mqRaOulGE
중간물 있어요!!!!!나피디님 당장 해명하세욧   😂 ㅋㅋㅋㅋㅋ,jumi L,2023-02-20T23:21:42Z,2023-02-20T23:21:42Z,4,O-mqRaOulGE
회전목마는 원슈타인 아닌데 ㅋㅋㅋㅋㅋㅋㅋ 이거도 틀림,爱有,2023-02-20T23:19:04Z,2023-02-20T23:19:04Z,1,O-mqRaOulGE
가능한 한 빨리 영어 자막을 제공하십시오,Goestamar Ardibrata,2023-02-20T23:18:54Z,2023-02-20T23:18:54Z,1,O-mqRaOulGE
"첫판부터 이길까봐 호달달떠는  게임아저씨 ㅋㅋ
이런돼지를 어찌 아냐면서 화내시는 서진배우님ㅋ
아니근데 서진배우님 빼고 다들 올망졸망 왜케 귀여우신지 😆😆😆",바넬로피,2023-02-20T23:17:52Z,2023-02-20T23:19:28Z,29,O-mqRaOulGE
I hope this will have English subtitles soon. Thank you. It will be much appreciated.,sfidelisg,2023-02-20T23:15:35Z,2023-02-20T23:15:35Z,1,O-mqRaOulGE
나영석 후크 대표 이서진? 글쎄...,쉴러체어,2023-02-20T23:15:19Z,2023-02-20T23:15:19Z,0,O-mqRaOulGE
wer i can watch with English subtitles??,Analiza,2023-02-20T23:15:00Z,2023-02-20T23:15:00Z,1,O-mqRaOulGE
when will the subtitles come out?,meyou97,2023-02-20T23:14:48Z,2023-02-20T23:14:48Z,1,O-mqRaOulGE
한글댓찾기 ㄹㅇ 힘드누으어어어어어엉ㅇ러어얽,Dah K,2023-02-20T23:13:53Z,2023-02-20T23:13:53Z,1,O-mqRaOulGE
"멕시코에서 전체 출연진에게 인사드립니다. 프로그램 전송에 많은 성공을 기원합니다. 그들은 모두 훌륭합니다. 태태 너무 존경해요 my sweet dream. 💜💜💜💜💜💜💜 태, 멕시코 테킬라 맛있다 마가리타라는 술 드셔봐 데킬라로 만든거 맛있어😋😋😋",Pucca,2023-02-20T23:10:41Z,2023-02-20T23:12:50Z,15,O-mqRaOulGE
Vvvvvvvvvvvvvvvvv. 💜💜💜💜💜💜💜💜💜💜💜💜💜💜,Sh,2023-02-20T23:10:32Z,2023-02-20T23:10:32Z,1,O-mqRaOulGE
So funny… love you Taehyung 💜💜💜🥰🥰🥰,Sh,2023-02-20T23:09:36Z,2023-02-20T23:09:36Z,1,O-mqRaOulGE
Need subs please,Daverba Ortiz,2023-02-20T23:09:30Z,2023-02-20T23:09:30Z,1,O-mqRaOulGE
Waiting for english subtitles.. Thank you,Von Ji,2023-02-20T23:09:25Z,2023-02-20T23:09:25Z,1,O-mqRaOulGE
이서진때 무민이랑 샘스미스 나와서 기절ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,_ Sjsj,2023-02-20T23:08:48Z,2023-02-20T23:08:48Z,3,O-mqRaOulGE
We need english subtitles,JENNIE DESERVES LOVE,2023-02-20T23:07:38Z,2023-02-20T23:07:38Z,1,O-mqRaOulGE
💜💜💜,Isabelle Ocampo,2023-02-20T23:07:11Z,2023-02-20T23:07:11Z,0,O-mqRaOulGE
계속 보고싶자마,park andy,2023-02-20T23:05:48Z,2023-02-20T23:05:48Z,1,O-mqRaOulGE
태형님 너무 귀여워,park andy,2023-02-20T23:05:40Z,2023-02-20T23:05:40Z,9,O-mqRaOulGE
"esto me recordo cuando le dije a mi mama 
daddy yankee esta en el pais yeeeyyy y ella me dice quien es daddy yanke??? justo un dejavu tuve ahorita
me encanta ese juego de las adivinanza por tarjeta",m3!,2023-02-20T23:05:38Z,2023-02-20T23:06:47Z,0,O-mqRaOulGE
"today was really fun 👏😃 I already broke on Sam Smith 😂 thanks for Taehyung, for the fun and friendly atmosphere, I'm looking forward to the releases of the show",Лина,2023-02-20T23:05:23Z,2023-02-20T23:05:23Z,2,O-mqRaOulGE
내사랑태태🥰🥰🥰,Sky Lee,2023-02-20T23:04:49Z,2023-02-20T23:04:49Z,5,O-mqRaOulGE
💜💜💜💜💜💜💜💜,Mikha Riana,2023-02-20T23:04:17Z,2023-02-20T23:04:17Z,0,O-mqRaOulGE
will the eng sub will be up?,tata,2023-02-20T23:03:31Z,2023-02-20T23:03:31Z,0,O-mqRaOulGE
When are you going to put english subtitles,NomNom Nom,2023-02-20T23:02:16Z,2023-02-20T23:02:16Z,0,O-mqRaOulGE
귀여워미쳐 김태형ㅋㅋㅋㅋㅋ 윗물아랫물ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,박윤미,2023-02-20T23:01:03Z,2023-02-20T23:01:03Z,13,O-mqRaOulGE
아 씝 뭔 다 외국말천지고 한국사람 댓글좀보자,으나밍,2023-02-20T23:00:47Z,2023-02-20T23:00:47Z,0,O-mqRaOulGE
Traducción o subtítulos al español porfavor🥺,María Ortiz,2023-02-20T22:57:06Z,2023-02-20T22:57:06Z,2,O-mqRaOulGE
"Winter bear Tae Tae💜💜💜💜💜💜💜
사랑해~~~~~~~~~~보라해
태태어를 이뿌게 봐주세요~
태형아 너만 행복하면 그걸로 됏다",Moon M,2023-02-20T22:54:14Z,2023-02-20T23:07:35Z,4,O-mqRaOulGE
Sub. English please,Mariangel Montes,2023-02-20T22:52:39Z,2023-02-20T22:52:39Z,0,O-mqRaOulGE
말랑꽁딱하네 뷔 귀여워ㅜㅜㅜㅠ RM에이어서 예능해줘서 좋다,짜파꾸,2023-02-20T22:52:39Z,2023-02-20T22:52:39Z,10,O-mqRaOulGE
ㅋㅋㄱㅋㅋㄱㄱㅋㅋㅋㄱ아 진짜 ㅋㅋㅋㅋ,원,2023-02-20T22:52:16Z,2023-02-20T22:52:16Z,0,O-mqRaOulGE
Тэхён украшение любого мероприятия!!!Шоу безусловно обещает быть интересным!!!Тэхёна мы все с тобой!!!💜💜💜💜💜💜💜,Татьяна Черноус,2023-02-20T22:51:39Z,2023-02-20T22:51:39Z,48,O-mqRaOulGE
Please put english subtitles,ceydaco,2023-02-20T22:51:19Z,2023-02-20T22:51:19Z,0,O-mqRaOulGE
日本語訳付けて欲しいなぁーーーー🥲,関明子,2023-02-20T22:50:09Z,2023-02-20T22:50:09Z,4,O-mqRaOulGE
Очень хорошо видеть  Техёна счастливым и смеющимся!!! Техён мы поддерживаем любые твои творческие проекты!!! Делай что хочешь 💕💜,Диана Нестерова,2023-02-20T22:49:32Z,2023-02-20T22:49:32Z,83,O-mqRaOulGE
Subtitulos in spanish plsss,Lina Gil,2023-02-20T22:49:31Z,2023-02-20T22:49:31Z,1,O-mqRaOulGE
Here for tae❤,zahra salih,2023-02-20T22:48:08Z,2023-02-20T22:48:08Z,1,O-mqRaOulGE
Subtitle Indonesia please🥺,Lia 03,2023-02-20T22:47:30Z,2023-02-20T22:47:30Z,1,O-mqRaOulGE
sana may English subtitle👍🏻👍🏻👍🏻,Maryjane Mercado,2023-02-20T22:47:12Z,2023-02-20T22:47:12Z,1,O-mqRaOulGE
본방사수해야지!!!,hyang p,2023-02-20T22:44:37Z,2023-02-20T22:44:37Z,2,O-mqRaOulGE
Love you,V,2023-02-20T22:44:28Z,2023-02-20T22:44:28Z,1,O-mqRaOulGE
Ahí esta uno de mis actores favoritos wouuuuuuuu,Esmirna Pujols,2023-02-20T22:42:17Z,2023-02-20T22:42:17Z,2,O-mqRaOulGE
拜託加上其他國家字幕！,張怡文,2023-02-20T22:41:32Z,2023-02-20T22:41:32Z,2,O-mqRaOulGE
Se les olvida que soy coreana que no habla coreano eeeee,Esmirna Pujols,2023-02-20T22:40:32Z,2023-02-20T22:40:32Z,1,O-mqRaOulGE
뭔 외국어가 더 많누ㅜㅜ,Qi A,2023-02-20T22:39:53Z,2023-02-20T22:39:53Z,0,O-mqRaOulGE
💜💜💜💜💜💜💜💜,Jijah Siti khadijah,2023-02-20T22:38:45Z,2023-02-20T22:38:45Z,1,O-mqRaOulGE
"Oh IM so proud for see Kim Teahyung happy face, he so cutie And kindness And calm, his smile is melted my heart!",Krisztina Királyfi,2023-02-20T22:38:24Z,2023-02-20T22:38:24Z,2,O-mqRaOulGE
태형오빠.. 이렇게까지 귀여울 일이냐고,민하2,2023-02-20T22:37:43Z,2023-02-20T22:37:43Z,11,O-mqRaOulGE
Porque nunca ponen subtítulos en español 😔,G.ivette C Montes,2023-02-20T22:34:12Z,2023-02-20T22:34:12Z,2,O-mqRaOulGE
"나피디님 중간물 있습니다
우리 태형이 보라해~~~창시자에요 💜 💜💜💜💜💜💜",smile,2023-02-20T22:34:01Z,2023-02-20T22:34:01Z,21,O-mqRaOulGE
"最高に面白い（笑）
笑いが止まらない🤣",杉山祐子,2023-02-20T22:32:45Z,2023-02-20T22:32:45Z,1,O-mqRaOulGE
얄미운 땡의 피디 나피디! ^^,Nicole,2023-02-20T22:29:43Z,2023-02-20T22:29:43Z,1,O-mqRaOulGE
Love you taehyung,Yael,2023-02-20T22:28:26Z,2023-02-20T22:28:26Z,2,O-mqRaOulGE
"Lee Seo Jin , Jung Yoo Mi, Park Seo Joon, Choi Woo Sik, Kim Taehyung! Thank you! We are waiting for new episodes!",Yulya D,2023-02-20T22:27:46Z,2023-02-20T22:27:46Z,4,O-mqRaOulGE
Si alguien podrá mostrar las traducciones por favor,Rosario Aguilar Huaman,2023-02-20T22:24:11Z,2023-02-20T22:24:11Z,1,O-mqRaOulGE
"Entiendo algo de lo que hablan, noo
Vas a dejar de verlo porque no entiendes nooo jajajajajaja",💜Yani💜,2023-02-20T22:23:44Z,2023-02-20T22:23:44Z,0,O-mqRaOulGE
Aku butuh subtitle 😭😭😭,Fha_,2023-02-20T22:23:26Z,2023-02-20T22:23:26Z,0,O-mqRaOulGE
Alguém traduz para o português (Brasil),Cida Regatti,2023-02-20T22:23:04Z,2023-02-20T22:23:04Z,0,O-mqRaOulGE
"Does anyone know if this will  eventually be in English, like the BTS episodes where",Vivian McCoy,2023-02-20T22:22:41Z,2023-02-20T22:22:41Z,0,O-mqRaOulGE
"When seojoon say 'suuuuzy' 
Melts my heart🥲🥲",SNNA,2023-02-20T22:21:24Z,2023-02-20T22:21:24Z,2,O-mqRaOulGE
"중간물 있는 말인데요~ㅋ 나피디님 경고!ㅋㅋㅋㅋㅋㅋ
본방 기대합니다^^",Lilibet,2023-02-20T22:21:20Z,2023-02-20T22:21:20Z,7,O-mqRaOulGE
Bamos Tae apoyando siempre,Stephany Hernández,2023-02-20T22:18:31Z,2023-02-20T22:18:31Z,3,O-mqRaOulGE
La sonrisa de Tae Tae es demasiado hermosa. 😍😁😍,Luigdys Wever,2023-02-20T22:17:14Z,2023-02-20T22:17:14Z,86,O-mqRaOulGE
So bad there's no english subtitle🥲,Alfarouq08,2023-02-20T22:16:29Z,2023-02-20T22:16:29Z,2,O-mqRaOulGE
Taehyung se ve genial.,Alida Rosario,2023-02-20T22:11:22Z,2023-02-20T22:11:22Z,2,O-mqRaOulGE
"중간물 있는데요 나PD님?
울 태형이 억울함😭
ㅎㅎㅎ",탄이들세상,2023-02-20T22:10:41Z,2023-02-20T22:10:41Z,7,O-mqRaOulGE
계속 보게되네 넘 재밌어요💚💜,츄야,2023-02-20T22:08:43Z,2023-02-20T22:08:43Z,0,O-mqRaOulGE
내가,Moran Kim,2023-02-20T22:08:15Z,2023-02-20T22:08:15Z,0,O-mqRaOulGE
"That was so fan. V is so cute. Honestly, how cute is he. Love you V ❤❤❤❤❤❤❤❤❤",Miro Chan,2023-02-20T22:06:46Z,2023-02-20T22:06:46Z,2,O-mqRaOulGE
No entiendo pero bueno 💜💜siempre los apoyaré 💜,BTS💜 JIKOOK💜,2023-02-20T22:03:35Z,2023-02-20T22:03:35Z,2,O-mqRaOulGE
"Please subtitle in English......
Kim taehyung....so cute",r,2023-02-20T22:03:24Z,2023-02-20T22:03:24Z,2,O-mqRaOulGE
😭😢 los subtítulos en español,𝐓𝐚𝐞_𝐤𝐨𝐨𝐤,2023-02-20T22:00:28Z,2023-02-20T22:00:28Z,3,O-mqRaOulGE
Please in Spanish,Dariela Caceres,2023-02-20T21:59:48Z,2023-02-20T21:59:48Z,2,O-mqRaOulGE
Thank you!,Yulya D,2023-02-20T21:57:48Z,2023-02-20T21:57:48Z,1,O-mqRaOulGE
"생각보다 조회수가 안나오네 많이 좀 봐주세요 태형이 때문에라도 나영석피디 이서진씨는 진짜 꼴뵈기싫어 태형이만 아니였다면
쳐다도  안봤을 프로그램  니영석은  이승기 소속사와 무슨관계일까",토마토,2023-02-20T21:57:23Z,2023-02-20T21:57:23Z,0,O-mqRaOulGE
￼: Do you have any complaints about them? ￼: It was only working during the day but suddenly they said they wanted us at night too so I got flogged (and I worked like a horse all the time) ￼ Soo Jin hyung said we would have fun days but what I saw was that he only smiled when he got a lot of money profits,winter  bear 🍁🐼,2023-02-20T21:57:05Z,2023-02-20T21:57:05Z,0,O-mqRaOulGE
"No entendí nada, pero me reí con ellos 😂😂",💜I am Flavia💜,2023-02-20T21:56:44Z,2023-02-20T21:57:03Z,1,O-mqRaOulGE
Tete ti voglio bene ❤️❤️❤️❤️💜,Ramona Perjeriu,2023-02-20T21:55:39Z,2023-02-20T21:55:39Z,0,O-mqRaOulGE
💜💜💜💜💜💜💜💜💜💜,영미 오,2023-02-20T21:55:37Z,2023-02-20T21:55:37Z,1,O-mqRaOulGE
"호흡이 잘 맞네 다 못해서, 구박받지 않아 ㅎㅎㅎ
태형이 잘 스며들은 듯 Good Jop!
thank you 서진이네💜👍👍👍",mama reading korean children storybook v,2023-02-20T21:55:30Z,2023-02-20T21:55:30Z,40,O-mqRaOulGE
BTS V KIMTAEHYUNG😊💜,Hn Sky,2023-02-20T21:54:39Z,2023-02-20T21:54:39Z,1,O-mqRaOulGE
Subs pleaseee SUBS 🇲🇽,Sandriux Rangel,2023-02-20T21:52:50Z,2023-02-20T21:52:50Z,1,O-mqRaOulGE
I'm like 🥴🥴🥴🥴🥴i don't understand   please put  subtitel  english 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻  so we can see your show and enjoy it 2,lili,2023-02-20T21:51:37Z,2023-02-20T21:51:37Z,1,O-mqRaOulGE
나피디님~ 국어사전에 '중간물' 있다고요!!!ㅋ,beautiful T,2023-02-20T21:49:03Z,2023-02-20T21:49:03Z,3,O-mqRaOulGE
피땀눈물~~💜💜💜💜💜💜💜,논현동아미💜,2023-02-20T21:47:38Z,2023-02-20T21:47:38Z,2,O-mqRaOulGE
Please provide English Subtitles for better understanding.....I don't even know why are they here....Are they here for movie promotion ???,Pranjal Mishra,2023-02-20T21:44:20Z,2023-02-20T21:44:20Z,2,O-mqRaOulGE
💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜,zia20069,2023-02-20T21:44:13Z,2023-02-20T21:44:13Z,1,O-mqRaOulGE
Tan hermoso mi bb Taehyung,kimjeon,2023-02-20T21:43:30Z,2023-02-20T21:43:30Z,5,O-mqRaOulGE
Será que no van a colocar subtitulos en otros idiomas ?,dayana Rodriguez,2023-02-20T21:43:29Z,2023-02-20T21:43:29Z,0,O-mqRaOulGE
"Laughter is the best medicine, especially when the laughter is from Kim Taehyung. They all look like they are having a great time, fun. 🧸💜",Anne Verwey,2023-02-20T21:42:36Z,2023-02-20T21:42:36Z,4,O-mqRaOulGE
I love Taehyung so much😭💜,Jiminbiglover,2023-02-20T21:39:06Z,2023-02-20T21:39:06Z,3,O-mqRaOulGE
태태어 발사,민윤기의 309번째 아아,2023-02-20T21:39:03Z,2023-02-20T21:39:03Z,1,O-mqRaOulGE
Taehyung is so precious😭💜,Jiminbiglover,2023-02-20T21:38:44Z,2023-02-20T21:38:44Z,4,O-mqRaOulGE
taehyungie is so funny and cool 😂,salma elmorsy,2023-02-20T21:37:13Z,2023-02-20T21:37:13Z,5,O-mqRaOulGE
Jajaja se nota que se divirtieron mucho,dayana Rodriguez,2023-02-20T21:34:09Z,2023-02-20T21:34:09Z,4,O-mqRaOulGE
Tae 💜💜💜,Purple,2023-02-20T21:33:05Z,2023-02-20T21:33:05Z,3,O-mqRaOulGE
Kkkk amei,Gisele Rodas,2023-02-20T21:32:44Z,2023-02-20T21:32:44Z,3,O-mqRaOulGE
English subtitles plz,Mary,2023-02-20T21:30:55Z,2023-02-20T21:30:55Z,3,O-mqRaOulGE
